Ticker,Strategy,Total Return %,Max Drawdown %,Trades,2021,2022,2023,2024,2025,2026
NVDA,"EMA(50,200)",727.06,-45.97,3,75.38,-37.38,134.81,171.25,2.91,14.89
NVDA,"EMA(9,50)",451.95,-48.85,18,59.14,-30.11,146.4,86.65,12.65,-4.22
NVDA,"EMA(21,200)",991.33,-44.57,4,75.38,-34.33,156.4,171.25,18.58,14.89
PG,Buy & Hold,24.71,-23.77,0,24.65,-5.05,-0.86,17.25,-12.26,3.31
PG,"SMA(9,21)",17.91,-24.15,31,19.33,5.35,3.12,7.96,-17.07,1.6
PG,"SMA(20,50)",-12.43,-24.15,17,10.24,-7.47,-6.74,-0.04,-7.12,-0.86
PG,"SMA(50,200)",-11.97,-21.28,5,0.0,-4.77,-1.41,8.01,-6.28,-7.38
PG,"SMA(9,50)",-3.65,-21.16,18,11.58,3.38,-7.88,0.87,-11.66,1.75
PG,"SMA(21,200)",-19.55,-27.6,7,0.0,0.15,-9.72,9.35,-9.35,-10.23
PG,"EMA(9,21)",13.27,-20.97,28,17.37,5.76,-1.05,1.67,-13.46,4.81
PG,"EMA(20,50)",-15.4,-32.43,14,24.1,-13.72,-12.94,9.89,-15.09,-2.74
PG,"EMA(50,200)",-8.62,-27.48,5,24.1,-18.59,-4.95,17.25,-6.8,-12.92
PG,"EMA(9,50)",-3.63,-20.93,21,16.87,-7.04,-6.84,6.28,-11.94,1.75
PG,"EMA(21,200)",-6.8,-25.65,9,24.1,-7.52,-11.89,14.59,-11.15,-9.49
SHW,Buy & Hold,12.84,-42.46,0,24.94,-31.96,32.73,9.9,-3.83,-5.38
SHW,"SMA(9,21)",19.96,-34.73,28,29.6,-26.69,43.12,3.34,-20.95,7.99
SHW,"SMA(20,50)",-17.93,-36.76,14,4.82,-23.84,34.94,1.62,-13.81,-13.02
SHW,"SMA(50,200)",7.37,-32.15,4,0.0,0.0,17.47,9.9,-4.46,-12.95
SHW,"SMA(9,50)",-29.32,-41.14,19,14.54,-28.59,21.66,5.22,-23.29,-12.01
SHW,"SMA(21,200)",-3.18,-33.33,8,0.0,-6.36,20.01,9.9,-12.39,-10.52
SHW,"EMA(9,21)",1.92,-34.04,31,27.42,-21.55,12.34,15.82,-19.39,-2.79
SHW,"EMA(20,50)",-9.96,-34.77,11,17.36,-29.35,22.69,5.42,-9.31,-7.43
SHW,"EMA(50,200)",-3.15,-34.66,5,19.3,-24.12,26.7,9.9,-11.67,-13.02
SHW,"EMA(9,50)",-25.93,-45.92,21,23.83,-37.87,18.17,10.87,-14.64,-13.92
SHW,"EMA(21,200)",-3.95,-33.08,8,22.11,-19.95,13.64,9.9,-14.26,-8.23
TRV,Buy & Hold,101.88,-18.9,0,-1.11,22.42,3.93,28.76,22.38,1.83
TRV,"SMA(9,21)",6.42,-24.44,32,-2.73,12.76,2.57,5.84,-10.52,-0.13
TRV,"SMA(20,50)",31.39,-16.72,15,-11.25,7.39,9.4,24.31,12.34,-9.77
TRV,"SMA(50,200)",43.67,-24.67,4,0.0,-10.65,0.21,28.76,22.38,1.83
TRV,"SMA(9,50)",11.51,-23.55,22,-5.82,8.9,1.08,24.94,-0.07,-13.85
TRV,"SMA(21,200)",37.59,-26.61,5,0.0,-11.08,-3.57,28.76,22.38,1.83
TRV,"EMA(9,21)",9.25,-25.44,29,-9.35,20.89,-11.79,30.76,-10.37,-3.58
TRV,"EMA(20,50)",24.78,-19.4,15,-6.98,7.23,3.47,18.4,9.09,-6.4
TRV,"EMA(50,200)",43.66,-24.72,5,-8.95,1.71,-3.32,28.76,22.38,1.83
TRV,"EMA(9,50)",-1.5,-22.92,24,-15.26,14.98,-1.91,22.69,-8.15,-8.54
TRV,"EMA(21,200)",30.67,-28.7,7,-13.53,0.49,-6.28,28.76,22.38,1.83
UNH,Buy & Hold,2.47,-61.39,0,24.75,6.94,0.8,-2.41,-33.14,16.78
UNH,"SMA(9,21)",-35.58,-52.21,30,5.45,-15.76,-6.73,-11.84,-12.69,1.0
UNH,"SMA(20,50)",-42.49,-59.89,16,9.93,-7.59,-13.23,-12.55,-26.52,1.55
UNH,"SMA(50,200)",-23.71,-35.07,5,0.0,7.53,-1.32,-16.13,7.24,-20.06
UNH,"SMA(9,50)",-31.27,-56.07,22,20.59,-14.14,-8.31,-16.23,-18.87,6.52
UNH,"SMA(21,200)",-31.93,-43.77,7,0.0,7.53,-7.87,-17.49,0.0,-16.71
UNH,"EMA(9,21)",-32.34,-51.79,32,8.67,-10.73,-9.89,-12.81,-16.61,6.45
UNH,"EMA(20,50)",-30.21,-56.68,16,16.61,-6.49,-18.04,-6.88,-19.91,4.71
UNH,"EMA(50,200)",-7.77,-32.84,6,21.2,6.94,-11.89,-17.08,0.94,-3.5
UNH,"EMA(9,50)",-27.22,-51.1,28,17.05,-12.71,-13.76,-3.91,-17.93,4.74
UNH,"EMA(21,200)",-40.72,-54.39,10,10.76,6.94,-13.18,-22.26,-28.13,3.18
V,Buy & Hold,48.85,-28.6,0,-4.08,-3.4,26.31,22.32,11.76,-6.96
V,"SMA(9,21)",-11.04,-28.3,31,-3.45,-7.47,6.77,14.48,-13.49,-5.83
V,"SMA(20,50)",-8.36,-31.09,17,-11.33,-16.75,4.91,17.89,7.47,-6.6
V,"SMA(50,200)",61.03,-15.01,2,0.0,0.94,26.31,14.48,10.33,0.0
V,"SMA(9,50)",-27.27,-39.66,22,-10.84,-27.49,7.35,19.94,-10.48,-2.4
V,"SMA(21,200)",25.64,-18.16,5,0.0,-7.78,26.31,10.9,5.5,-7.81
V,"EMA(9,21)",-16.24,-31.79,30,-3.43,-10.92,8.41,12.86,-18.6,-2.23
V,"EMA(20,50)",-18.51,-38.23,17,0.88,-28.33,15.68,15.34,-8.4,-7.78
V,"EMA(50,200)",47.78,-18.77,3,-1.65,-2.61,26.31,22.32,4.9,-4.81
V,"EMA(9,50)",-23.67,-39.82,23,-6.31,-24.81,15.08,19.15,-13.42,-8.73
V,"EMA(21,200)",21.11,-24.12,6,-1.93,-14.24,26.31,17.62,4.22,-6.99
WMT,Buy & Hold,168.39,-25.74,0,2.93,-0.46,12.88,73.99,24.49,7.15
WMT,"SMA(9,21)",111.28,-18.54,28,9.18,13.74,-4.44,65.37,8.09,-0.4
WMT,"SMA(20,50)",4.77,-35.69,16,-11.41,-21.54,-2.39,58.13,-3.6,1.3
WMT,"SMA(50,200)",92.72,-30.11,2,0.0,-26.44,12.88,73.99,24.49,7.15
WMT,"SMA(9,50)",21.54,-26.36,19,-7.61,-10.32,-5.88,59.08,-2.2,0.17
WMT,"SMA(21,200)",119.33,-25.25,3,0.0,-14.24,11.36,72.18,24.49,7.15
WMT,"EMA(9,21)",91.42,-15.21,27,-1.98,14.37,0.46,53.84,7.93,2.37
WMT,"EMA(20,50)",64.3,-29.99,10,-5.69,-14.87,1.65,70.26,10.37,7.15
WMT,"EMA(50,200)",107.35,-29.22,4,-0.97,-20.07,12.88,73.99,24.49,7.15
WMT,"EMA(9,50)",44.8,-32.16,21,-2.93,-18.37,-5.43,72.19,5.04,6.85
WMT,"EMA(21,200)",86.11,-35.78,5,-10.64,-20.5,12.88,73.99,24.49,7.15
