Ticker,Strategy,Total Return %,Max Drawdown %,Trades,2021,2022,2023,2024,2025,2026
BNR.DE,"EMA(9,21)",-27.01,-42.58,30,-3.77,-31.39,39.45,-28.62,-7.53,20.1
BNR.DE,"EMA(20,50)",-30.73,-33.36,13,-1.95,-13.13,18.28,-13.38,-9.86,-11.94
BNR.DE,"EMA(50,200)",3.76,-24.94,3,-2.52,0.0,22.52,-16.61,0.0,4.18
BNR.DE,"EMA(9,50)",-45.54,-50.67,25,-8.98,-36.66,21.83,-15.24,-10.62,2.33
BNR.DE,"EMA(21,200)",-27.49,-45.5,7,-4.54,0.0,20.41,-16.56,-12.66,-13.43
CBK.DE,Buy & Hold,689.05,-38.73,0,22.04,32.1,24.42,49.9,135.54,11.42
CBK.DE,"SMA(9,21)",264.5,-25.31,32,4.97,16.49,11.73,45.49,92.8,-4.89
CBK.DE,"SMA(20,50)",126.58,-54.42,14,20.52,-29.96,8.98,4.48,115.65,9.31
CBK.DE,"SMA(50,200)",508.97,-32.41,4,0.0,37.59,16.13,49.9,135.54,7.94
CBK.DE,"SMA(9,50)",121.98,-50.04,17,11.01,-23.78,-0.65,7.71,118.72,12.08
CBK.DE,"SMA(21,200)",239.84,-36.82,5,0.0,-12.68,17.23,49.9,135.54,-5.98
CBK.DE,"EMA(9,21)",182.06,-32.86,24,2.53,5.66,-1.16,21.59,121.9,-2.37
CBK.DE,"EMA(20,50)",46.98,-57.29,14,6.37,-27.45,-6.76,6.02,111.38,-8.84
CBK.DE,"EMA(50,200)",449.19,-42.16,3,14.21,-1.75,24.42,49.9,135.54,11.42
CBK.DE,"EMA(9,50)",124.7,-40.39,18,7.44,-3.59,-5.75,15.38,118.17,-8.57
CBK.DE,"EMA(21,200)",320.4,-56.39,4,15.95,-25.92,24.42,49.9,135.54,11.42
CON.DE,Buy & Hold,13.51,-58.02,0,-9.69,-37.12,41.81,-11.64,44.73,10.23
CON.DE,"SMA(9,21)",-46.83,-54.92,39,-9.73,-11.6,0.64,-19.64,-10.62,-7.84
CON.DE,"SMA(20,50)",16.4,-31.9,14,-6.94,-6.92,36.38,-18.61,15.25,5.05
CON.DE,"SMA(50,200)",19.59,-38.62,3,0.0,0.0,-6.04,-20.22,44.73,10.23
CON.DE,"SMA(9,50)",-4.63,-37.31,20,-5.35,-2.54,31.11,-24.13,-0.34,4.3
CON.DE,"SMA(21,200)",44.76,-23.17,4,0.0,0.0,9.89,-8.69,44.73,-0.31
CON.DE,"EMA(9,21)",-37.84,-50.81,33,-10.45,-11.64,16.12,-30.67,-9.91,8.3
CON.DE,"EMA(20,50)",-31.21,-42.69,16,-13.71,-24.46,26.94,-22.02,7.04,-0.41
CON.DE,"EMA(50,200)",15.35,-34.43,5,-14.37,0.0,0.69,-16.14,44.73,10.23
CON.DE,"EMA(9,50)",-22.84,-40.65,20,-9.5,-9.42,8.65,-17.31,11.39,-5.96
CON.DE,"EMA(21,200)",32.03,-25.74,7,-16.13,0.0,10.36,-10.58,44.73,10.23
DTG.DE,Buy & Hold,72.62,-37.82,0,8.45,-10.36,22.56,13.57,6.37,19.93
DTG.DE,"SMA(9,21)",107.09,-20.49,30,0.0,0.22,11.62,20.96,34.42,13.86
DTG.DE,"SMA(20,50)",49.59,-26.27,14,0.0,-1.94,9.56,23.27,3.6,9.03
DTG.DE,"SMA(50,200)",3.7,-39.45,5,0.0,-5.05,6.02,7.43,-10.03,6.57
DTG.DE,"SMA(9,50)",64.36,-23.68,16,0.0,1.83,8.89,25.68,11.05,6.21
DTG.DE,"SMA(21,200)",-7.09,-45.37,7,0.0,3.37,-0.26,-2.07,-21.87,17.79
DTG.DE,"EMA(9,21)",64.86,-23.52,27,-2.03,20.82,4.21,26.41,10.15,-4.0
DTG.DE,"EMA(20,50)",34.7,-28.92,10,-2.03,-12.57,7.54,25.05,2.89,13.66
DTG.DE,"EMA(50,200)",-29.54,-41.93,6,-2.03,-30.28,10.32,-0.33,-16.87,12.86
DTG.DE,"EMA(9,50)",23.04,-22.06,18,-2.03,-2.48,6.78,11.29,-0.06,8.45
DTG.DE,"EMA(21,200)",-21.21,-41.6,8,-2.03,-21.34,3.38,-0.01,-17.52,19.93
DBK.DE,Buy & Hold,256.56,-46.36,0,8.06,-1.83,20.54,38.52,104.51,-1.56
DBK.DE,"SMA(9,21)",15.3,-45.73,37,-6.61,-26.69,17.26,8.2,29.37,2.6
DBK.DE,"SMA(20,50)",91.79,-44.94,15,0.04,-26.55,15.21,19.33,72.69,9.95
DBK.DE,"SMA(50,200)",148.06,-30.79,3,0.0,6.41,7.89,38.52,104.51,-23.72
DBK.DE,"SMA(9,50)",54.01,-48.78,20,2.41,-24.59,9.96,12.93,49.95,7.1
DBK.DE,"SMA(21,200)",146.21,-30.79,6,0.0,2.64,-1.03,38.52,104.51,-14.44
DBK.DE,"EMA(9,21)",3.44,-54.56,36,-23.37,-21.28,-6.01,15.38,53.51,3.01
DBK.DE,"EMA(20,50)",140.15,-38.5,13,-1.9,-8.98,6.68,29.48,90.89,2.0
DBK.DE,"EMA(50,200)",147.8,-44.33,4,5.72,-9.4,16.12,38.52,104.51,-21.35
DBK.DE,"EMA(9,50)",69.65,-49.22,19,-4.87,-17.43,-3.62,29.53,64.66,5.06
DBK.DE,"EMA(21,200)",101.07,-53.33,5,5.72,-17.88,-2.93,38.52,104.51,-15.77
DB1.DE,Buy & Hold,95.04,-29.61,0,2.44,11.9,18.03,21.82,2.03,15.98
DB1.DE,"SMA(9,21)",12.83,-20.74,33,-3.17,2.26,2.68,6.71,1.84,2.12
DB1.DE,"SMA(20,50)",20.76,-28.69,13,-4.66,-12.58,-0.17,10.02,27.71,3.3
DB1.DE,"SMA(50,200)",45.45,-23.83,4,0.0,0.8,10.31,21.82,5.91,1.38
DB1.DE,"SMA(9,50)",25.32,-18.3,19,-3.1,-4.64,6.6,7.57,18.87,-0.5
DB1.DE,"SMA(21,200)",39.08,-20.1,6,0.0,0.8,-3.59,21.82,12.84,4.11
DB1.DE,"EMA(9,21)",2.61,-26.55,33,-5.71,-8.24,0.36,1.34,12.32,3.83
DB1.DE,"EMA(20,50)",9.73,-27.82,15,-11.34,-10.55,3.2,3.54,23.2,5.11
